Quotazioni Immobiliari : Informazioni di Zona OMI - Semestre 2005/1 - elaborazione del 16-MAG-24
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona_Descr;Zona;LinkZona;Cod_tip_prev;Descr_tip_prev;Stato_prev;Microzona;
SUD;CALABRIA;VV;18102017;T2CP; ;E321;IONADI;D;'VIA NAZIONALE, DELLA PACE, STRADA STATALE 18, C.DA CARAVIZZI';D2;VV00000712;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102017;T2CP; ;E321;IONADI;D;'VIA CHIARELLO, LOC. CAPO CANNALE, PIANO ABATE';D3;VV00001378;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102017;T2CP; ;E321;IONADI;E;'VIA NAZIONALE, LOC. BONELLO, MANDUCA';E1;VV00001398;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102017;T2CP; ;E321;IONADI;E;'C.DA CANNATA, LOC. NUCARELLA, S. CHIARA';E2;VV00001418;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102017;T2CP; ;E321;IONADI;R;'ZONA AGRICOLA';R1;VV00001438;0;Non presente;;1;
SUD;CALABRIA;VV;18102017;T2CP; ;E321;IONADI;R;'ZONA AGRICOLA';R2;VV00001439;0;Non presente;;2;
SUD;CALABRIA;VV;18102017;T2CP; ;E321;IONADI;R;'ZONA AGRICOLA';R3;VV00001440;0;Non presente;;1;
SUD;CALABRIA;VV;18102017;T2CP; ;E321;IONADI;R;'ZONA AGRICOLA';R4;VV00001441;0;Non presente;;3;
SUD;CALABRIA;VV;18102018;T2CS; ;E389;JOPPOLO;B;'VIA MONTE GRAPPA, CASTELLO, RISORGIMENTO, ROMA, S. MARIA';B1;VV00000312;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102018;T2CS; ;E389;JOPPOLO;D;'VIA STAZIONE, CHIESA, NUCARA, FRAZ. COCCORINO';D1;VV00000313;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102018;T2CS; ;E389;JOPPOLO;D;'C.DA FRANA, LINASI, CALAFATONI';D2;VV00000754;21;Abitazioni di tipo economico;N;4;
SUD;CALABRIA;VV;18102018;T2CS; ;E389;JOPPOLO;D;'C.DA ROCOLA, GIARDINELLO, SFERRACAVALLO';D3;VV00001458;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102018;T2CS; ;E389;JOPPOLO;D;'C.DA BONELLO, COREA, S. BRUNO, VENTURA';D4;VV00001459;21;Abitazioni di tipo economico;N;3;
SUD;CALABRIA;VV;18102018;T2CS; ;E389;JOPPOLO;E;'LOC. PETTARELLO, MANCUSI, PIRAINO';E1;VV00000755;21;Abitazioni di tipo economico;N;4;
SUD;CALABRIA;VV;18102018;T2CS; ;E389;JOPPOLO;E;'C.DA DUCONE, LOC. MESSINE, FRAZ. COCCORINO';E2;VV00001460;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102018;T2CS; ;E389;JOPPOLO;E;'C.DA ABATE PIETRO, PANTANO MARINO, CARMENIA';E3;VV00001461;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102018;T2CS; ;E389;JOPPOLO;R;'ZONA AGRICOLA';R1;VV00001462;0;Non presente;;4;
SUD;CALABRIA;VV;18102019;T2CT; ;E590;LIMBADI;B;'CORSO UMBERTO I, P.ZZA MARCONI,VIA VITTORIO EMANUELE III, MAZZINI, PIAVE';B1;VV00000316;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102019;T2CT; ;E590;LIMBADI;D;'VIA ROMA, REGINA ELENA, CALABRIA, C.DA LO JUDICE, ADDOLORATA, VASI';D1;VV00001463;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102019;T2CT; ;E590;LIMBADI;R;'ZONA AGRICOLA';R1;VV00001464;0;Non presente;;1;
SUD;CALABRIA;VV;18102020;T2CW; ;E836;MAIERATO;B;'P.ZZA GREGORIO SILVAGGIO, VIA CAVALIERI DI VITTORIO VENETO, RIONE LABATE';B1;VV00000328;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102020;T2CW; ;E836;MAIERATO;D;'VIA BELLAVISTA, MARCONI, C.DA PICCOLA VALLE, CUTURELLA';D1;VV00000329;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102020;T2CW; ;E836;MAIERATO;D;'LOCALITA' SPERDUTA';D2;VV00001601;21;Abitazioni di tipo economico;N;3;
SUD;CALABRIA;VV;18102020;T2CW; ;E836;MAIERATO;E;'C.DA MAZZARELLO, VIA PROVINCIALE';E1;VV00000756;21;Abitazioni di tipo economico;N;3;
SUD;CALABRIA;VV;18102020;T2CW; ;E836;MAIERATO;E;'ZONA INDUSTRIALE';E2;VV00001465;8;Capannoni industriali;N;2;
SUD;CALABRIA;VV;18102020;T2CW; ;E836;MAIERATO;E;'CONTRADA GENNAROSA';E3;VV00001602;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102020;T2CW; ;E836;MAIERATO;R;'ZONA AGRICOLA';R1;VV00001466;0;Non presente;;1;
SUD;CALABRIA;VV;18102021;T2DE; ;F207;MILETO;B;'CORSO UMBERTO I, VIA STAZIONE, LA MALFA, VITTORIO EMANUELE III, F. CRISPI';B1;VV00000356;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102021;T2DE; ;F207;MILETO;D;'FRAZIONE PARAVATI';D1;VV00000357;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102021;T2DE; ;F207;MILETO;E;'VIA INDIPENDENZA, PALMA, I MAGGIO, PLEBISCITO';E1;VV00000760;21;Abitazioni di tipo economico;N;3;
SUD;CALABRIA;VV;18102021;T2DE; ;F207;MILETO;E;'VIA MAGGIORE, GIOCO, LOC. STRAMBO, CASE POPOLARI';E2;VV00001518;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102021;T2DE; ;F207;MILETO;R;'ZONA AGRICOLA';R1;VV00001519;0;Non presente;;1;
SUD;CALABRIA;VV;18102021;T2DE; ;F207;MILETO;R;'ZONA AGRICOLA';R2;VV00001520;0;Non presente;;4;
SUD;CALABRIA;VV;18102021;T2DE; ;F207;MILETO;R;'ZONA AGRICOLA';R3;VV00001521;0;Non presente;;4;
SUD;CALABRIA;VV;18102022;T2DF; ;F364;MONGIANA;B;'CORSO VITTORIO EMANUELE III, P.ZZA SAN ROCCO, VIA ROMA, CAVOUR';B1;VV00000360;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102022;T2DF; ;F364;MONGIANA;D;'VIA DIAZ, LOC. OCCHIO, MADONNELLA, CASTELLO';D1;VV00001538;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102022;T2DF; ;F364;MONGIANA;R;'ZONA AGRICOLA';R1;VV00001539;0;Non presente;;1;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;B;'VIALE KENNEDY, P.ZZA MARTIRI D'UNGHERIA, C.SO VITTORIO EMANUELE III, C.SO UMBERTO I, LARGO CONSERVATORIO';B1;VV00000379;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;C;'CANCELLO ROSSO, VIALE DELLA PACE, MATTEOTTI, DE GASPERI, ACCADEMIE VIBONESI';C1;VV00000380;20;Abitazioni civili;N;1;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;D;'VIALE AFFACCIO, VIA TRIPARNI, LOC. MODERATA DURANT, FEUDOTO, BITONTI';D1;VV00000381;21;Abitazioni di tipo economico;O;2;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;D;'PISCOPIO, NASARI, MESIMA, PALERMO';D2;VV00000382;21;Abitazioni di tipo economico;N;4;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;E;'VIALE STAZIONE, VIA ROMA, LOC. PENNELLO, PURGATORIO';E1;VV00001478;21;Abitazioni di tipo economico;N;5;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;E;'FRAZIONE LONGOBARDI';E2;VV00001479;21;Abitazioni di tipo economico;N;5;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;E;'ZONA INDUSTRIALE, C.DA CUCCURATA, VIA BRIATICO';E3;VV00001498;21;Abitazioni di tipo economico;N;8;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;E;'FRAZIONE VENA, C.DA COCARI';E4;VV00001499;21;Abitazioni di tipo economico;N;6;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;E;'C.DA AEROPORTO, VIA NAZIONALE, LOC. SCANNAPIECO';E5;VV00001500;21;Abitazioni di tipo economico;N;7;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;R;'ZONA AGRICOLA';R1;VV00001501;0;Non presente;;4;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;R;'ZONA RURALE';R2;VV00001502;0;Non presente;;3;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;R;'ZONA AGRICOLA';R3;VV00001503;0;Non presente;;5;
SUD;CALABRIA;VV;18102047;T2DH; ;F537;VIBO VALENTIA;R;'ZONA AGRICOLA';R4;VV00001504;0;Non presente;;6;
SUD;CALABRIA;VV;18102023;T2DJ; ;F607;MONTEROSSO CALABRO;B;'VIA MILITE IGNOTO, UMBERTO I, MARCONI, REGINA MARGHERITA';B1;VV00000388;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102023;T2DJ; ;F607;MONTEROSSO CALABRO;D;'VIA ROMA, C.DA FALCO, CAMALDOLI, CONA, CASTAGNETO';D1;VV00001540;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102023;T2DJ; ;F607;MONTEROSSO CALABRO;R;'ZONA AGRICOLA';R1;VV00001541;0;Non presente;;1;
SUD;CALABRIA;VV;18102024;T2DL; ;F843;NARDODIPACE;B;'CORSO A. DE GASPERI, VIA CALVARIO, G. D'ANNUNZIO, T. CAMPANELLA';B1;VV00000396;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102024;T2DL; ;F843;NARDODIPACE;D;'LOCALITA` CIANO, RAGONA`';D1;VV00001598;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102024;T2DL; ;F843;NARDODIPACE;E;'VECCHIO CENTRO URBANO';E1;VV00001599;21;Abitazioni di tipo economico;S;1;
SUD;CALABRIA;VV;18102024;T2DL; ;F843;NARDODIPACE;R;'ZONA AGRICOLA';R1;VV00001600;0;Non presente;;1;
SUD;CALABRIA;VV;18102025;T2DN; ;F893;NICOTERA;B;'VIA L. RAZZA, SCESA ROMA, LA CORTE, POZZO';B1;VV00000400;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102025;T2DN; ;F893;NICOTERA;C;'VIA OSPEDALE, FILIPPELLA, FOSCHEA, IMMACOLATA, SETTEMBRINI';C1;VV00001578;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102025;T2DN; ;F893;NICOTERA;D;'VIA CANTIERE, VITTORIO EMANUELE III, DELLE GRAZIE, MULINI,TIMPA';D1;VV00000401;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102025;T2DN; ;F893;NICOTERA;D;'CONTRADA CASA BIANCA, CIRICICCHIA';D2;VV00000764;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102025;T2DN; ;F893;NICOTERA;E;'LOCALITA' RINAZZO, MARTELLETTO';E1;VV00000766;21;Abitazioni di tipo economico;N;3;
SUD;CALABRIA;VV;18102025;T2DN; ;F893;NICOTERA;E;'CONTRADA PASSO, COMERCI, CHIESOLA';E2;VV00000765;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102025;T2DN; ;F893;NICOTERA;R;'ZONA AGRICOLA';R1;VV00001579;0;Non presente;;1;
SUD;CALABRIA;VV;18102025;T2DN; ;F893;NICOTERA;R;'ZONA AGRICOLA';R2;VV00001580;0;Non presente;;4;
SUD;CALABRIA;VV;18102025;T2DN; ;F893;NICOTERA;R;'ZONA AGRICOLA';R3;VV00001581;0;Non presente;;5;
SUD;CALABRIA;VV;18102026;T2DT; ;G335;PARGHELIA;B;'PIAZZA RUFFA, VIA M. BIANCHI, DIAZ, CADORNA, IEROCADES';B1;VV00000420;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102026;T2DT; ;G335;PARGHELIA;D;'CONTRADA CERVO, GENOVA, CONTURA, PIGNA';D1;VV00000424;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102026;T2DT; ;G335;PARGHELIA;E;'CONTRDA FORNACI, COSTA DEI MONACI, BORDILIA, MARINA DI MORDILLO';E1;VV00001603;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102026;T2DT; ;G335;PARGHELIA;R;'ZONA AGRICOLA';R1;VV00001604;0;Non presente;;2;
SUD;CALABRIA;VV;18102026;T2DT; ;G335;PARGHELIA;R;'ZONA AGRICOLA';R2;VV00001605;0;Non presente;;1;
SUD;CALABRIA;VV;18102027;T2DZ; ;G722;PIZZO;B;'VIA LUNGOMARE, C. COLOMBO, NAZIONALE, M. SALOMONE';B1;VV00000441;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102027;T2DZ; ;G722;PIZZO;C;'VIA PRANGI, S. ANTONIO, A. DE GASPERI, CENTAURO, RIONE INES';C1;VV00001606;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102027;T2DZ; ;G722;PIZZO;D;'CONTRADA PIEDIGROTTA, MARINELLA, CANALE, BEVIVINO';D1;VV00000445;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102027;T2DZ; ;G722;PIZZO;E;'CONTRADA CALAMAIO, SANGIORGELLO, CANNE, DELLE GRAZIE';E1;VV00000761;21;Abitazioni di tipo economico;N;3;
SUD;CALABRIA;VV;18102027;T2DZ; ;G722;PIZZO;R;'ZONA AGRICOLA';R1;VV00001607;0;Non presente;;3;
SUD;CALABRIA;VV;18102027;T2DZ; ;G722;PIZZO;R;'ZONA AGRICOLA';R2;VV00001608;0;Non presente;;3;
SUD;CALABRIA;VV;18102027;T2DZ; ;G722;PIZZO;R;'ZONA AGRICOLA';R3;VV00001609;0;Non presente;;2;
SUD;CALABRIA;VV;18102027;T2DZ; ;G722;PIZZO;R;'ZONA AGRICOLA';R4;VV00001610;0;Non presente;;1;
SUD;CALABRIA;VV;18102027;T2DZ; ;G722;PIZZO;R;'ZONA AGRICOLA';R5;VV00001611;0;Non presente;;4;
SUD;CALABRIA;VV;18102028;T2EA; ;G728;PIZZONI;B;'VIA INDIPENDENZA, CAMPANELLA, FERRIERA, P.ZZA MERCATO, DEI CADUTI';B1;VV00000446;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102028;T2EA; ;G728;PIZZONI;D;'CONTRADA VAVALA', NERI, GIARDINO, RINALDO, RICOTTA';D1;VV00001623;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102028;T2EA; ;G728;PIZZONI;R;'ZONA AGRICOLA';R1;VV00001624;0;Non presente;;1;
SUD;CALABRIA;VV;18102028;T2EA; ;G728;PIZZONI;R;'ZONA AGRICOLA';R2;VV00001625;0;Non presente;;1;
SUD;CALABRIA;VV;18102029;T2EC; ;G785;POLIA;B;'VIA LORETO, S. GIOVANNI, PUJA, BELLAVISTA, FRAZ. TRE CROCI';B1;VV00000454;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102029;T2EC; ;G785;POLIA;D;'CONTRADA LIA, PASCUCCIO, PAGLIARO, SERA, PACE';D1;VV00001626;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102029;T2EC; ;G785;POLIA;R;'ZONA AGRICOLA';R1;VV00001627;0;Non presente;;1;
SUD;CALABRIA;VV;18102029;T2EC; ;G785;POLIA;R;'ZONA AGRICOLA';R2;VV00001628;0;Non presente;;1;
SUD;CALABRIA;VV;18102030;T2ED; ;H271;RICADI;B;'VIA COMMERCIO, SCHIPPO, MARCONI, TORRE';B1;VV00000458;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102030;T2ED; ;H271;RICADI;D;'VIA GIARDINO, CANONICO,GARIBALDI, S. MICHELE, FUT';D1;VV00000459;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102030;T2ED; ;H271;RICADI;E;'FRAZ. S. DOMENICA, TORRE MARINO, TONICELLO, CAPO VATICANO';E1;VV00001618;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102030;T2ED; ;H271;RICADI;R;'ZONA AGRICOLA';R1;VV00001619;0;Non presente;;3;
SUD;CALABRIA;VV;18102030;T2ED; ;H271;RICADI;R;'ZONA AGRICOLA';R2;VV00001620;0;Non presente;;4;
SUD;CALABRIA;VV;18102031;T2EG; ;H516;ROMBIOLO;B;'VIA ROMA, MONTE GRAPPA, MILLE, XXIV MAGGIO, CARDUCCI';B1;VV00000470;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102031;T2EG; ;H516;ROMBIOLO;D;'CONTRADA MURICI, GIRADINO, MONTE PORO,GORNA, CERVI';D1;VV00001621;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102031;T2EG; ;H516;ROMBIOLO;R;'ZONA AGRICOLA';R1;VV00001622;0;Non presente;;1;
SUD;CALABRIA;VV;18102032;T2EI; ;H785;SAN CALOGERO;B;'VIA S. PELLICO, VERDI, CALVARIO, CAVOUR, TELESIO, MORO';B1;VV00000474;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102032;T2EI; ;H785;SAN CALOGERO;D;'VIA KENNEDY, PAOLO IV, PASCOLI, REGINA ELENA, GIORDANO';D1;VV00001638;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102032;T2EI; ;H785;SAN CALOGERO;R;'ZONA AGRICOLA';R1;VV00001639;0;Non presente;;1;
SUD;CALABRIA;VV;18102032;T2EI; ;H785;SAN CALOGERO;R;'ZONA AGRICOLA';R2;VV00001640;0;Non presente;;1;
SUD;CALABRIA;VV;18102033;T2EJ; ;H807;SAN COSTANTINO CALABRO;B;'VIA CASSIODORO, SABATINO, XXV APRILE, V. VENETO, I MAGGIO';B1;VV00000478;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102033;T2EJ; ;H807;SAN COSTANTINO CALABRO;D;'VIA STAZIONE, MAZZINI,ROMA, REGINA MARGHERITA, S. ROCCO';D1;VV00001641;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102033;T2EJ; ;H807;SAN COSTANTINO CALABRO;R;'ZONA AGRICOLA';R1;VV00001642;0;Non presente;;1;
SUD;CALABRIA;VV;18102034;T2EL; ;H941;SAN GREGORIO D`IPPONA;B;'VIA ROMA, CHIESA, UMBERTO I, MONTEVERDE, FONTANA VECCHIA';B1;VV00000486;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102034;T2EL; ;H941;SAN GREGORIO D`IPPONA;D;'CONTRADA TASSONE, CUNTURA, FONTANELLA, SAN BIAGIO';D1;VV00001658;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102034;T2EL; ;H941;SAN GREGORIO D`IPPONA;R;'ZONA AGRICOLA';R1;VV00001659;0;Non presente;;1;
SUD;CALABRIA;VV;18102035;T2EQ; ;I058;SAN NICOLA DA CRISSA;B;'VIA ROMA, CAMPANELLA, GALLUPPI, D. ALIGHIERI, GARCEA';B1;VV00000502;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102035;T2EQ; ;I058;SAN NICOLA DA CRISSA;D;'CONTRADA DUE MARI, FICARELLA, TRE CROCI, PATTI';D1;VV00001660;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102035;T2EQ; ;I058;SAN NICOLA DA CRISSA;R;'ZONA AGRICOLA';R1;VV00001661;0;Non presente;;1;
SUD;CALABRIA;VV;18102036;T2EZ; ;I350;SANT`ONOFRIO;B;'VIA BADEA, TRE CROCI, IPPONIO, MARCELLINA, UMBERTO I, G. GARIBALDI';B1;VV00000535;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102036;T2EZ; ;I350;SANT`ONOFRIO;D;'LOCALITA` PIETRA DEL GALLO, CARCARA, OLIVARELLA, CICCIA, MANNA`';D1;VV00001664;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102036;T2EZ; ;I350;SANT`ONOFRIO;R;'ZONA AGRICOLA';R1;VV00001665;0;Non presente;;1;
SUD;CALABRIA;VV;18102037;T2FG; ;I639;SERRA SAN BRUNO;B;'CORSO UMBERTO I, VIA VITTORIO EMANUELE III, DE GASPERI, P.ZZA MERCATO';B1;VV00000563;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102037;T2FG; ;I639;SERRA SAN BRUNO;D;'VIA MATTEOTTI, MORO, C.DA S. ROCCO, PITTINA, LOC. SPINETTO';D1;VV00000567;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102037;T2FG; ;I639;SERRA SAN BRUNO;E;'C.DA NINFO, IOIO, IOLELLO';E1;VV00000753;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102037;T2FG; ;I639;SERRA SAN BRUNO;R;'ZONA AGRICOLA';R1;VV00001558;0;Non presente;;1;
SUD;CALABRIA;VV;18102037;T2FG; ;I639;SERRA SAN BRUNO;R;'ZONA AGRICOLA';R2;VV00001559;0;Non presente;;3;
SUD;CALABRIA;VV;18102038;T2FK; ;I744;SIMBARIO;B;'VIA ARCIVESCOVO ROMANO, D. ALIGHIERI, G. MARCONI, VITTORIO VENETO';B1;VV00000581;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102038;T2FK; ;I744;SIMBARIO;D;'VIA CERASO, MANCINI, KENNEDY, ITALIA, CALVARIO';D1;VV00001662;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102038;T2FK; ;I744;SIMBARIO;R;'ZONA AGRICOLA';R1;VV00001663;0;Non presente;;1;
SUD;CALABRIA;VV;18102039;T2FN; ;I853;SORIANELLO;B;'VIA MULINI, M. BIANCHI, VITTORIO EMANUELE III, G. GARIBALDI';B1;VV00000593;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102039;T2FN; ;I853;SORIANELLO;D;'VIA S. DOMENICO, S. CATERINA, ASCUTO';D1;VV00001666;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102039;T2FN; ;I853;SORIANELLO;R;'ZONA AGRICOLA';R1;VV00001667;0;Non presente;;1;
SUD;CALABRIA;VV;18102040;T2FP; ;I854;SORIANO CALABRO;B;'VIA IV NOVEMBRE, XXIV MAGGIO, GARIBALDI, MARCONI, PIAZZA VITTORIO VENETO';B1;VV00000597;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102040;T2FP; ;I854;SORIANO CALABRO;D;'VIA I MAGGIO, DELLA LIBERTA', XXV APRILE, S. NICOLA, S. MARTINO, AMENDOLA';D1;VV00001726;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102040;T2FP; ;I854;SORIANO CALABRO;R;'ZONA AGRICOLA';R1;VV00001727;0;Non presente;;1;
SUD;CALABRIA;VV;18102041;T2FT; ;I884;SPADOLA;B;'VIA ROMA, XX SETTEMBRE, REGINA GIOVANNA, CONTE RUGGERO, P.ZZA MUNICIPIO';B1;VV00000615;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102041;T2FT; ;I884;SPADOLA;D;'VIA PROVINCIALE, CIRCONVALLAZIONE, LOC. PRATO';D1;VV00001678;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102041;T2FT; ;I884;SPADOLA;R;'ZONA AGRICOLA';R1;VV00001679;0;Non presente;;1;
SUD;CALABRIA;VV;18102042;T2FU; ;I905;SPILINGA;B;'VIA ROMA, XXV APRILE, G. MATTEOTTI, CORSO G. GARIBALDI';B1;VV00000619;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102042;T2FU; ;I905;SPILINGA;D;'LOCALITA' SARAMALLONI, SUBBA I CRUCI, PANAIA, CUZZO';D1;VV00001680;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102042;T2FU; ;I905;SPILINGA;R;'ZONA AGRICOLA';R1;VV00001681;0;Non presente;;1;
SUD;CALABRIA;VV;18102043;T2FX; ;I945;STEFANACONI;B;'VIA A. MORO, ROMA, A. DE GASPERI, CARITA', RIONE S. MARIA';B1;VV00000631;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102043;T2FX; ;I945;STEFANACONI;D;'VIA S. NICOLA, ALVARO,KENNEDY, MORELLI, GRAMSCI, MARCELLO';D1;VV00001698;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102043;T2FX; ;I945;STEFANACONI;R;'ZONA AGRICOLA';R1;VV00001699;0;Non presente;;1;
SUD;CALABRIA;VV;18102044;T2GC; ;L452;TROPEA;B;'LARGO MERCATO, VIA PIAVE, IV NOVEMBRE, BARONE, P.ZZA VITTORIO VENETO';B1;VV00000651;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102044;T2GC; ;L452;TROPEA;D;'LARGO MIGLIARESE, VIA UMBERTO I, OSPEDALE, DEGLI ORTI, C.DA MARINA VESCOVADO';D1;VV00000655;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102044;T2GC; ;L452;TROPEA;R;'ZONA AGRICOLA';R1;VV00001700;0;Non presente;;2;
SUD;CALABRIA;VV;18102045;T2GE; ;L607;VALLELONGA;B;'VIA DUCA D'ABRUZZI, CROCE, CORSO UMBERTO I, PIAZZA CASTELLO';B1;VV00000660;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102045;T2GE; ;L607;VALLELONGA;D;'CONTRADA MURAGLIE, PANNARI, NUCARI, CILEA';D1;VV00001701;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102045;T2GE; ;L607;VALLELONGA;R;'ZONA AGRICOLA';R1;VV00001702;0;Non presente;;1;
SUD;CALABRIA;VV;18102045;T2GE; ;L607;VALLELONGA;R;'ZONA AGRICOLA';R2;VV00001703;0;Non presente;;1;
SUD;CALABRIA;VV;18102046;T2GF; ;L699;VAZZANO;B;'PIAZZA ROMA, VIA ZACCAGNINI, A. MORO, G. GARIBALDI, C. ALVARO';B1;VV00000664;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102046;T2GF; ;L699;VAZZANO;D;'LOCALITA' BASILE, FRANCO, URSETTA';D1;VV00001704;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102046;T2GF; ;L699;VAZZANO;R;'ZONA AGRICOLA';R1;VV00001705;0;Non presente;;1;
SUD;CALABRIA;VV;18102048;T2GH; ;M138;ZACCANOPOLI;B;'LARGO MERCATO, PIAZZA GEMMA, VIALE S. CHIARA, VIA G. VERDI';B1;VV00000672;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102048;T2GH; ;M138;ZACCANOPOLI;D;'VIA DEI COLLI, CONTRADA MORO, CONTURA, CIARAMITA';D1;VV00001718;21;Abitazioni di tipo economico;N;1;
